age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
1,Private,192237,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,132879,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,0,2,Italy,>50K
1,Private,112115,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
2,Private,129357,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,175958,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,125317,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,204648,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
3,Private,186256,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,3,3,United-States,>50K
1,Private,89813,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,72055,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,94939,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
1,Federal-gov,104917,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,226902,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,279129,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
2,Private,206951,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,70737,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,188798,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
1,Private,205407,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
0,,24008,Some-college,10,Never-married,,Own-child,White,Male,0,2,2,United-States,<=50K
4,Local-gov,83791,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,165858,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,>50K
1,Private,110592,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,345339,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,129806,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Local-gov,250551,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,285832,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,4,United-States,<=50K
2,State-gov,187802,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,215895,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,2,0,3,United-States,>50K
1,Private,137616,9th,5,Never-married,Sales,Unmarried,Black,Female,0,0,1,United-States,<=50K
2,Private,149347,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,293809,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,197176,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,190916,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,117728,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-inc,195727,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,233740,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,131712,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,3,United-States,>50K
0,Private,210338,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,1,United-States,<=50K
1,Private,80557,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
1,Private,110622,Bachelors,13,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
1,Self-emp-not-inc,152351,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Federal-gov,229939,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,131230,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,57435,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
1,,225654,HS-grad,9,Never-married,,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,145637,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,4,0,3,United-States,>50K
1,Private,172714,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,188528,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Canada,>50K
3,Federal-gov,89705,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,347873,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,1,Vietnam,<=50K
3,Local-gov,53482,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,162958,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,197609,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,1,2,United-States,<=50K
1,State-gov,160731,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,3,Germany,<=50K
4,Private,196126,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,121124,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,254230,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
2,Private,136531,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,108505,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,31095,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
3,State-gov,185859,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,227879,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,75541,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,403061,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
0,State-gov,82067,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,140434,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,159268,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,,162945,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,365430,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,>50K
3,Self-emp-not-inc,163678,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,230919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,3,United-States,>50K
2,Private,172927,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,2,4,United-States,<=50K
1,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,3,United-States,>50K
0,Private,225865,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,3,United-States,<=50K
1,State-gov,261278,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,4,,<=50K
2,Private,115187,Assoc-voc,11,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,132705,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1,Local-gov,177695,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,341643,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,2,3,United-States,<=50K
4,Private,236731,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Cuba,<=50K
0,Self-emp-inc,465725,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,343121,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,298435,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,3,2,Cuba,<=50K
3,Private,145419,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,87310,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
0,Self-emp-not-inc,55048,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,41163,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,,502633,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,279833,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1,2,United-States,<=50K
3,Private,284916,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,,<=50K
4,Private,100303,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,163708,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,United-States,>50K
2,Private,181705,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,200834,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Self-emp-not-inc,34722,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,236861,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Private,114328,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,198229,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,>50K
0,Private,138892,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
4,,220258,HS-grad,9,Divorced,,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,212588,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,394927,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
2,Private,206520,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,156526,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,315437,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,181665,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,3,United-States,<=50K
2,Private,60594,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,221233,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,219869,Some-college,10,Widowed,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
2,Local-gov,135056,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,3,0,3,United-States,>50K
0,Private,79077,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,150154,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Self-emp-not-inc,99927,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,175883,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,328239,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
0,Local-gov,155818,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Private,282421,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,,<=50K
2,Private,241998,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,55363,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2,2,United-States,>50K
2,Private,361951,Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0,3,,<=50K
0,Private,305423,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,393715,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,Self-emp-not-inc,106761,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,382242,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,1,,<=50K
2,Private,435356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
4,Private,188999,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
2,Private,54953,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,130620,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,2,,<=50K
1,Private,273884,HS-grad,9,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,66935,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,135500,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
0,Local-gov,111697,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,217826,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,Haiti,<=50K
4,,182836,Some-college,10,Married-civ-spouse,,Wife,White,Female,1,0,2,United-States,>50K
4,Local-gov,214514,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,107439,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
4,Self-emp-inc,164909,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,Federal-gov,329426,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
4,Private,176468,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Private,229769,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,Mexico,<=50K
1,,167558,7th-8th,4,Married-civ-spouse,,Wife,White,Female,0,0,2,Mexico,<=50K
2,Private,224793,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,2,2,United-States,<=50K
1,Self-emp-not-inc,175710,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,2,,<=50K
1,Private,85632,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
3,Private,102359,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Private,96245,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,91453,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
1,State-gov,52738,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,25932,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
4,Private,653215,11th,7,Widowed,Transport-moving,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,318061,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,4,United-States,<=50K
3,State-gov,260782,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,,340580,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,209051,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,100821,HS-grad,9,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Federal-gov,95680,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,1,0,2,United-States,>50K
1,Private,327164,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,2,United-States,>50K
3,Local-gov,136175,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,232591,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,357173,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,198493,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Male,0,0,1,United-States,<=50K
4,Local-gov,358747,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
2,Private,91039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2,0,3,United-States,>50K
0,Private,34918,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,97159,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Private,90113,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,96705,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,156873,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K
3,Private,136358,Masters,14,Divorced,Sales,Unmarried,Other,Female,0,0,0,Peru,<=50K
2,Local-gov,193144,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,132686,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
3,State-gov,160812,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
1,Private,212286,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Local-gov,77072,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,State-gov,219211,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
2,Private,38145,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,66619,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,126613,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,France,<=50K
3,State-gov,135854,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
4,,194920,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,260387,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Cuba,<=50K
1,Private,77009,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Private,385177,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
0,Private,510643,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,134045,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,275034,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
2,,141583,Bachelors,13,Never-married,,Unmarried,Black,Female,0,0,1,United-States,<=50K
3,Self-emp-not-inc,181179,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,184493,HS-grad,9,Separated,Handlers-cleaners,Own-child,White,Female,0,1,1,United-States,<=50K
3,Local-gov,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,119329,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,Private,167357,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,1,2,United-States,<=50K
2,Private,145175,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,>50K
4,Private,203313,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,125954,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
1,Private,102178,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
1,Private,139364,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,209790,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Private,117779,12th,8,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,236157,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
2,Private,144002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,228649,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,205675,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,4,United-States,>50K
1,Private,168251,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,2,United-States,<=50K
2,State-gov,143059,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,181796,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,214731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
2,Private,219869,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,4,0,4,United-States,>50K
0,Private,211968,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
0,Self-emp-not-inc,58700,9th,5,Never-married,Farming-fishing,Other-relative,Other,Female,0,0,2,Mexico,<=50K
1,Private,160594,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,152307,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
1,Private,100079,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,3,China,<=50K
0,Private,279472,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,177625,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Federal-gov,178678,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,1,3,United-States,<=50K
0,Private,86019,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Federal-gov,223749,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
0,,33087,Some-college,10,Never-married,,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,253190,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,279452,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,Mexico,<=50K
3,Private,274883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
3,Private,148169,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,186682,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,156797,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,4,0,3,United-States,>50K
1,Private,208881,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,3,United-States,>50K
2,Private,159168,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,4,2,United-States,>50K
3,Federal-gov,186256,HS-grad,9,Divorced,Farming-fishing,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,128699,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,2,Ecuador,<=50K
1,Private,102320,Assoc-voc,11,Separated,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
3,Self-emp-inc,117674,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
4,Private,190273,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,99830,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,343068,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,State-gov,204052,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,77373,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
1,Private,153475,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,118549,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,315081,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,122622,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,208662,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
1,Self-emp-inc,173944,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4,0,4,United-States,>50K
1,State-gov,49325,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,425502,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
0,Local-gov,55360,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
0,Private,432480,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Local-gov,216473,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,>50K
